Latitude	Longitude	Location	Municipality	Type	Year	Count
49.282112	-123.13601	BURNABY ST & JERVIS ST	VANCOUVER	Casualty	2019	2
49.282119	-123.110956	HAMILTON ST & W PENDER ST	VANCOUVER	Casualty	2019	1
49.282205	-123.095366	DUNLEVY AVE & E CORDOVA ST	VANCOUVER	Casualty	2019	3
49.282209	-123.072638	FRANKLIN ST & WOODLAND DR	VANCOUVER	Casualty	2019	2
49.282288	-123.09963	E CORDOVA ST & MAIN ST	VANCOUVER	Casualty	2019	8
49.282365	-123.140722	BEACH AVE & NICOLA ST	VANCOUVER	Casualty	2019	1
49.282367	-123.114455	DUNSMUIR ST & RICHARDS ST	VANCOUVER	Casualty	2019	3
49.282555	-123.109609	CAMBIE ST & W HASTINGS ST	VANCOUVER	Casualty	2019	8
49.282643	-123.12176	HORNBY ST & ROBSON ST	VANCOUVER	Casualty	2019	2
49.282878	-123.12507	SMITHE ST	VANCOUVER	Casualty	2018	1
49.282988	-123.05195	PANDORA ST & PENTICTON ST	VANCOUVER	Casualty	2019	1
49.282994	-123.054582	KAMLOOPS ST & PANDORA ST	VANCOUVER	Casualty	2019	1
49.282999	-123.089461	HEATLEY AVE & POWELL ST	VANCOUVER	Casualty	2019	1
49.283007	-123.059721	PANDORA ST & TEMPLETON DR	VANCOUVER	Casualty	2019	1
49.283132	-123.119153	HOWE ST & W GEORGIA ST	VANCOUVER	Casualty	2019	5
49.283157	-123.097714	GORE AVE & POWELL ST	VANCOUVER	Casualty	2019	6
49.283192	-123.09956	MAIN ST & POWELL ST	VANCOUVER	Casualty	2019	7
49.283238	-123.074053	MCLEAN DR & POWELL ST	VANCOUVER	Casualty	2019	2
49.283241	-123.102183	COLUMBIA ST & POWELL ST	VANCOUVER	Casualty	2019	1
49.283368	-123.104002	ALEXANDER ST & POWELL ST & WATER ST	VANCOUVER	Casualty	2019	1
49.283412	-123.110937	HOMER ST & W HASTINGS ST	VANCOUVER	Casualty	2019	4
49.283487	-123.072573	POWELL ST & WOODLAND DR	VANCOUVER	Casualty	2019	2
49.283519	-123.133885	JERVIS ST & PENDRELL ST	VANCOUVER	Casualty	2019	1
49.283633	-123.116387	DUNSMUIR ST & GRANVILLE ST	VANCOUVER	Casualty	2019	2
49.283711	-123.136303	BROUGHTON ST & DAVIE ST	VANCOUVER	Casualty	2019	4
49.283756	-123.120092	HORNBY ST & W GEORGIA ST	VANCOUVER	Casualty	2019	7
49.283895	-123.125911	HARO ST & THURLOW ST	VANCOUVER	Casualty	2019	5
49.283929	-123.065539	TRIUMPH ST & VICTORIA DR	VANCOUVER	Casualty	2019	1
49.283988	-123.093305	ALEXANDER ST & JACKSON AVE	VANCOUVER	Casualty	2019	1
49.284067	-123.097836	ALEXANDER ST & GORE AVE	VANCOUVER	Casualty	2019	1
49.284275	-123.117371	DUNSMUIR ST & HOWE ST	VANCOUVER	Casualty	2019	8
49.284409	-123.121096	BURRARD ST & W GEORGIA ST	VANCOUVER	Casualty	2019	22
49.284569	-123.142724	BEACH AVE & BIDWELL ST	VANCOUVER	Casualty	2019	1
49.284665	-123.112855	SEYMOUR ST & W HASTINGS ST	VANCOUVER	Casualty	2019	4
49.284708	-123.110918	RICHARDS ST & W CORDOVA ST & WATER ST	VANCOUVER	Casualty	2019	3
49.284722	-123.134761	BROUGHTON ST & JEPSON-YOUNG LANE	VANCOUVER	Casualty	2019	1
49.284791	-123.057767	DUNDAS ST & GARDEN DR & N GARDEN DR	VANCOUVER	Casualty	2019	4
49.284805	-123.059708	DUNDAS ST & N TEMPLETON DR & TEMPLETON DR	VANCOUVER	Casualty	2019	5
49.284806	-123.063552	DUNDAS ST & POWELL ST & SEMLIN DR & WALL ST	VANCOUVER	Casualty	2019	12
49.284833	-123.065509	POWELL ST & VICTORIA DR	VANCOUVER	Casualty	2019	8
49.284855	-123.099176	E WATERFRONT RD & MAIN ST	VANCOUVER	Casualty	2019	3
49.284897	-123.118345	DUNSMUIR ST & HORNBY ST	VANCOUVER	Casualty	2019	16
49.285312	-123.113845	GRANVILLE ST & W HASTINGS ST	VANCOUVER	Casualty	2019	3
49.285613	-123.130633	BARCLAY ST & JERVIS ST	VANCOUVER	Casualty	2019	1
49.285723	-123.123132	THURLOW ST & W GEORGIA ST	VANCOUVER	Casualty	2019	11
49.285973	-123.126958	BUTE ST & ROBSON ST	VANCOUVER	Casualty	2019	3
49.286429	-123.124231	W GEORGIA ST	VANCOUVER	Casualty	2018	1
49.286556	-123.117889	BURRARD ST & W PENDER ST	VANCOUVER	Casualty	2019	8
49.286609	-123.113865	HOWE ST & W CORDOVA ST	VANCOUVER	Casualty	2019	2
49.286634	-123.023416	CAMBRIDGE ST & N BOUNDARY RD	VANCOUVER	Casualty	2019	1
49.286911	-123.142346	BEACH AVE & DENMAN ST & PANTAGES LANE	VANCOUVER	Casualty	2019	5
49.287032	-123.031028	BRIDGEWAY & BRIDGEWAY OFFRAMP & CASSIAR CONN & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MCGILL ST & MCGILL ST OFFRAMP & MCGILL ST ONRAMP & TRANS-CANADA HWY & TURNING LANE	VANCOUVER	Casualty	2019	14
49.287135	-123.12533	BUTE ST & W GEORGIA ST	VANCOUVER	Casualty	2019	11
49.287173	-123.11696	BURRARD ST & W HASTINGS ST	VANCOUVER	Casualty	2019	9
49.28727	-123.141822	DAVIE ST & DENMAN ST	VANCOUVER	Casualty	2019	3
49.287572	-123.141361	DENMAN ST & MORTON AVE & SEE-EM-IA LANE	VANCOUVER	Casualty	2019	3
49.287728	-123.127469	ALBERNI ST & JERVIS ST	VANCOUVER	Casualty	2019	3
49.288136	-123.126873	JERVIS ST & W GEORGIA ST	VANCOUVER	Casualty	2019	10
49.288368	-123.118924	W CORDOVA ST & W WATERFRONT RD	VANCOUVER	Casualty	2019	1
49.288479	-123.116889	CANADA PL	VANCOUVER	Casualty	2018	1
49.288713	-123.049315	MCGILL ST & N SLOCAN ST	VANCOUVER	Casualty	2019	6
49.288715	-123.051941	MCGILL ST & N PENTICTON ST	VANCOUVER	Casualty	2019	3
49.288721	-123.044048	MCGILL ST & N RENFREW ST	VANCOUVER	Casualty	2019	8
49.288794	-123.12276	BUTE ST & W HASTINGS ST	VANCOUVER	Casualty	2019	2
49.288814	-123.125564	JERVIS ST & MELVILLE ST	VANCOUVER	Casualty	2019	1
49.289568	-123.127447	BROUGHTON ST & W PENDER ST	VANCOUVER	Casualty	2019	12
49.28999	-123.126792	BROUGHTON ST & W HASTINGS ST	VANCOUVER	Casualty	2019	1
49.290467	-123.133879	BIDWELL ST & ROBSON ST	VANCOUVER	Casualty	2019	1
49.291162	-123.132808	ALBERNI ST & BIDWELL ST	VANCOUVER	Casualty	2019	1
49.291479	-123.135476	DENMAN ST & ROBSON ST	VANCOUVER	Casualty	2019	11
49.291606	-123.132114	BIDWELL ST & W GEORGIA ST	VANCOUVER	Casualty	2019	3
49.292623	-123.133718	DENMAN ST & W GEORGIA ST	VANCOUVER	Casualty	2019	38
49.295679	-123.149703	CEPERLEY MEADOW & N LAGOON DR & STANLEY PARK DR & UPPER SEAWALL WALK	VANCOUVER	Casualty	2019	1
49.301158	-123.135753	PIPELINE RD & ROSE GARDEN LANE	VANCOUVER	Casualty	2019	2
49.302566	-123.129217	AVISON WAY & STANLEY PARK DR	VANCOUVER	Casualty	2019	1
49.27581	-123.082647	PARKER ST & RAYMUR AVE	VANCOUVER	PDO	2021	1
49.275844	-123.128223	GRANVILLE ST BRIDGE	VANCOUVER	Casualty	2017	1
49.275884	-123.07863	PARKER ST & VERNON DR	VANCOUVER	PDO	2021	3
49.275925	-123.121068	HAMILTON ST & HELMCKEN ST	VANCOUVER	PDO	2021	1
49.276281	-123.131378	HORNBY ST & PACIFIC ST	VANCOUVER	PDO	2021	10
49.276291	-123.121673	HELMCKEN ST & HOMER ST	VANCOUVER	PDO	2021	2
49.276325	-123.134146	BEACH AVE & BURRARD ST BRIDGE	VANCOUVER	PDO	2021	1
49.276458	-123.128326	CONTINENTAL ST & DRAKE ST	VANCOUVER	PDO	2021	1
49.276493	-123.084998	CAMPBELL AVE & PRIOR ST & VENABLES ST	VANCOUVER	PDO	2021	3
49.276512	-123.044115	RENFREW ST & VENABLES ST	VANCOUVER	PDO	2021	1
49.276543	-123.087354	HAWKS AVE & PRIOR ST	VANCOUVER	PDO	2021	1
49.276628	-123.118973	MAINLAND ST & NELSON ST	VANCOUVER	PDO	2021	14
49.276683	-123.071416	COTTON DR & VENABLES ST	VANCOUVER	PDO	2021	1
49.276714	-123.073338	VENABLES ST & WOODLAND DR	VANCOUVER	PDO	2021	1
49.276723	-123.109139	GRIFFITHS WAY & PACIFIC BLVD	VANCOUVER	PDO	2021	3
49.276744	-123.096883	DUNSMUIR VIADUCT & GEORGIA VIADUCT & GORE AVE & PRIOR ST	VANCOUVER	PDO	2021	3
49.2768	-123.079983	GEORGE ST & VENABLES ST	VANCOUVER	PDO	2021	2
49.276832	-123.082609	RAYMUR AVE & VENABLES ST	VANCOUVER	PDO	2021	5
49.276941	-123.122664	HELMCKEN ST & RICHARDS ST	VANCOUVER	PDO	2021	3
49.276965	-123.119511	HAMILTON ST & NELSON ST	VANCOUVER	PDO	2021	13
49.277132	-123.107677	PACIFIC BLVD & PAT QUINN WAY	VANCOUVER	PDO	2021	2
49.277157	-123.103752	GEORGIA VIADUCT & MAIN ST OFFRAMP	VANCOUVER	PDO	2021	1
49.277167	-123.116587	CAMBIE ST & SMITHE ST	VANCOUVER	PDO	2021	8
49.277282	-123.099902	DUNSMUIR VIADUCT & MAIN ST	VANCOUVER	PDO	2021	4
49.277355	-123.129722	DRAKE ST & HORNBY ST	VANCOUVER	PDO	2021	1
49.277399	-123.084959	CAMPBELL AVE & UNION ST	VANCOUVER	PDO	2021	1
49.277522	-123.065605	ADANAC ST & VICTORIA DR	VANCOUVER	PDO	2021	3
49.277531	-123.123614	HELMCKEN ST & SEYMOUR ST	VANCOUVER	PDO	2021	7
49.277633	-123.102135	QUEBEC ST & UNION ST	VANCOUVER	PDO	2021	1
49.277638	-123.074142	ADANAC ST & MCLEAN DR	VANCOUVER	PDO	2021	1
49.277667	-123.077246	ADANAC ST & CLARK DR	VANCOUVER	PDO	2021	5
49.277705	-123.079269	ADANAC ST & VERNON DR	VANCOUVER	PDO	2021	1
49.277772	-123.117489	HAMILTON ST & MAINLAND ST & SMITHE ST	VANCOUVER	PDO	2021	10
49.278046	-123.106155	CARRALL ST & EXPO BLVD	VANCOUVER	PDO	2021	3
49.278256	-123.134424	PACIFIC ST & THURLOW ST	VANCOUVER	PDO	2021	8
49.278405	-123.128134	DAVIE ST & HORNBY ST	VANCOUVER	PDO	2021	13
49.278438	-123.136276	BEACH AVE	VANCOUVER	Casualty	2017	1
49.278555	-123.077227	CLARK DR & E GEORGIA ST	VANCOUVER	PDO	2021	3
49.27871	-123.112254	BEATTY ST & W GEORGIA ST	VANCOUVER	PDO	2021	3
49.278739	-123.129703	BURRARD ST & PANTAGES LANE	VANCOUVER	PDO	2021	1
49.27884	-123.115952	HAMILTON ST & ROBSON ST	VANCOUVER	PDO	2021	2
49.279077	-123.129182	BURRARD ST & DAVIE ST	VANCOUVER	PDO	2021	43
49.279108	-123.056554	NANAIMO ST & TURNER ST	VANCOUVER	PDO	2021	1
49.279251	-123.087239	HAWKS AVE & KEEFER ST	VANCOUVER	PDO	2021	1
49.279337	-123.02352	BOUNDARY RD & FRANCES ST	VANCOUVER	PDO	2021	2
49.279366	-123.09351	JACKSON AVE & KEEFER ST	VANCOUVER	PDO	2021	1
49.279428	-123.074119	FRANCES ST & MCLEAN DR	VANCOUVER	PDO	2021	1
49.279468	-123.077195	CLARK DR & FRANCES ST	VANCOUVER	PDO	2021	2
49.279473	-123.116882	HOMER ST & ROBSON ST	VANCOUVER	PDO	2021	5
49.279646	-123.120414	SEYMOUR ST & SMITHE ST	VANCOUVER	PDO	2021	16
49.27971	-123.107629	ABBOTT ST & KEEFER PL	VANCOUVER	PDO	2021	6
49.279743	-123.123786	NELSON ST	VANCOUVER	Casualty	2017	1
49.279909	-123.124039	HOWE ST & NELSON ST	VANCOUVER	PDO	2021	22
49.280018	-123.131731	PANTAGES LANE & THURLOW ST	VANCOUVER	PDO	2021	1
49.280109	-123.11787	RICHARDS ST & ROBSON ST	VANCOUVER	PDO	2021	10
49.280231	-123.023511	BOUNDARY RD & E PENDER ST & PENDER ST	VANCOUVER	PDO	2021	3
49.280234	-123.056548	E PENDER ST & NANAIMO ST	VANCOUVER	PDO	2021	3
49.280242	-123.065586	E PENDER ST & VICTORIA DR	VANCOUVER	PDO	2021	4
49.280378	-123.135495	BUTE ST & HARWOOD ST	VANCOUVER	PDO	2021	1
49.280383	-123.131214	DAVIE ST & THURLOW ST	VANCOUVER	PDO	2021	15
49.280536	-123.124983	HORNBY ST & NELSON ST	VANCOUVER	PDO	2021	10
49.280661	-123.11703	RICHARDS ST	VANCOUVER	Casualty	2017	1
49.280709	-123.105595	TAYLOR ST & W PENDER ST	VANCOUVER	PDO	2021	2
49.280733	-123.130696	SEE-EM-IA LANE & THURLOW ST	VANCOUVER	PDO	2021	2
49.280742	-123.13495	BUTE ST & MAXINE LANE	VANCOUVER	PDO	2021	1
49.28086	-123.126524	BURRARD ST & HENSHAW LANE	VANCOUVER	PDO	2021	1
49.280985	-123.122436	HOWE ST & SMITHE ST	VANCOUVER	PDO	2021	18
49.281064	-123.137525	JERVIS ST & JUNG LANE	VANCOUVER	PDO	2021	1
49.281092	-123.087162	E HASTINGS ST & HAWKS AVE	VANCOUVER	PDO	2021	3
49.281115	-123.079159	E HASTINGS ST & VERNON DR	VANCOUVER	PDO	2021	4
49.281154	-123.046659	E HASTINGS ST & KASLO ST	VANCOUVER	PDO	2021	16
49.281155	-123.044034	E HASTINGS ST & RENFREW ST	VANCOUVER	PDO	2021	29
49.281159	-123.049336	E HASTINGS ST & SLOCAN ST	VANCOUVER	PDO	2021	11
49.281168	-123.056544	E HASTINGS ST & NANAIMO ST	VANCOUVER	PDO	2021	43
49.281194	-123.126037	BURRARD ST & NELSON ST	VANCOUVER	PDO	2021	24
49.281228	-123.031485	CASSIAR TUNNEL & TURNING LANE	VANCOUVER	PDO	2021	1
49.281282	-123.139058	BEACH AVE & PACIFIC ST	VANCOUVER	PDO	2021	2
49.281292	-123.072629	E HASTINGS ST & WOODLAND DR	VANCOUVER	PDO	2021	5
49.28131	-123.074117	E HASTINGS ST & MCLEAN DR	VANCOUVER	PDO	2021	9
49.281312	-123.097465	E HASTINGS ST & GORE AVE	VANCOUVER	PDO	2021	7
49.28156	-123.110066	CAMBIE ST & W PENDER ST	VANCOUVER	PDO	2021	2
49.281725	-123.113475	DUNSMUIR ST & HOMER ST	VANCOUVER	PDO	2021	1
49.281793	-123.129097	COMOX ST & THURLOW ST	VANCOUVER	PDO	2021	2
49.281825	-123.117138	SEYMOUR ST & W GEORGIA ST	VANCOUVER	PDO	2021	10
49.28188	-123.124968	BARCLAY ST & BURRARD ST	VANCOUVER	PDO	2021	2
49.282048	-123.023492	ALBERT ST & BOUNDARY RD & FRANKLIN ST	VANCOUVER	PDO	2021	4
49.282066	-123.04933	FRANKLIN ST & SLOCAN ST	VANCOUVER	PDO	2021	2
49.282097	-123.089494	E CORDOVA ST & HEATLEY AVE	VANCOUVER	PDO	2021	4
49.282205	-123.095366	DUNLEVY AVE & E CORDOVA ST	VANCOUVER	PDO	2021	3
49.282252	-123.097592	E CORDOVA ST & GORE AVE	VANCOUVER	PDO	2021	3
49.282288	-123.09963	E CORDOVA ST & MAIN ST	VANCOUVER	PDO	2021	10
49.282555	-123.109609	CAMBIE ST & W HASTINGS ST	VANCOUVER	PDO	2021	14
49.282597	-123.083179	POWELL ST	VANCOUVER	Casualty	2017	1
49.282643	-123.12176	HORNBY ST & ROBSON ST	VANCOUVER	PDO	2021	5
49.282718	-123.140158	JUNG LANE & NICOLA ST	VANCOUVER	PDO	2021	1
49.28298	-123.04933	PANDORA ST & SLOCAN ST	VANCOUVER	PDO	2021	1
49.283041	-123.065551	PANDORA ST & VICTORIA DR	VANCOUVER	PDO	2021	1
49.28311	-123.095329	DUNLEVY AVE & POWELL ST	VANCOUVER	PDO	2021	3
49.283126	-123.031967	CASSIAR CONN & CASSIAR TUNNEL	VANCOUVER	PDO	2021	10
49.283132	-123.119153	HOWE ST & W GEORGIA ST	VANCOUVER	PDO	2021	27
49.283192	-123.09956	MAIN ST & POWELL ST	VANCOUVER	PDO	2021	4
49.283223	-123.101245	POWELL ST	VANCOUVER	Casualty	2017	1
49.283368	-123.104002	ALEXANDER ST & POWELL ST & WATER ST	VANCOUVER	PDO	2021	3
49.283473	-123.104222	CARRALL ST & WATER ST	VANCOUVER	PDO	2021	1
49.283537	-123.109152	CAMBIE ST & W CORDOVA ST	VANCOUVER	PDO	2021	9
49.283661	-123.122213	BURRARD ST & EIHU LANE	VANCOUVER	PDO	2021	1
49.283863	-123.070348	COMMERCIAL DR & POWELL ST	VANCOUVER	PDO	2021	7
49.283888	-123.130197	BUTE ST & NELSON ST	VANCOUVER	PDO	2021	5
49.283903	-123.056531	NANAIMO ST & TRIUMPH ST	VANCOUVER	PDO	2021	2
49.283918	-123.06165	LAKEWOOD DR & TRIUMPH ST	VANCOUVER	PDO	2021	1
49.284275	-123.117371	DUNSMUIR ST & HOWE ST	VANCOUVER	PDO	2021	9
49.284452	-123.137481	DAVIE ST & NICOLA ST	VANCOUVER	PDO	2021	3
49.284639	-123.129096	BARCLAY ST & BUTE ST	VANCOUVER	PDO	2021	1
49.284665	-123.112855	SEYMOUR ST & W HASTINGS ST	VANCOUVER	PDO	2021	5
49.284708	-123.110918	RICHARDS ST & W CORDOVA ST & WATER ST	VANCOUVER	PDO	2021	3
49.284775	-123.044002	DUNDAS ST & N RENFREW ST & RENFREW ST	VANCOUVER	PDO	2021	8
49.28478	-123.051971	DUNDAS ST & N PENTICTON ST & PENTICTON ST	VANCOUVER	PDO	2021	1
49.284791	-123.057767	DUNDAS ST & GARDEN DR & N GARDEN DR	VANCOUVER	PDO	2021	4
49.284799	-123.061616	DUNDAS ST & LAKEWOOD DR & N LAKEWOOD DR	VANCOUVER	PDO	2021	3
49.284897	-123.118345	DUNSMUIR ST & HORNBY ST	VANCOUVER	PDO	2021	2
49.285153	-123.120017	BURRARD ST & MELVILLE ST	VANCOUVER	PDO	2021	3
49.285312	-123.113845	GRANVILLE ST & W HASTINGS ST	VANCOUVER	PDO	2021	2
49.285326	-123.111852	SEYMOUR ST & W CORDOVA ST	VANCOUVER	PDO	2021	3
49.28535	-123.123706	ALBERNI ST & THURLOW ST	VANCOUVER	PDO	2021	7
49.285484	-123.065517	COMMISSIONER ST & N VICTORIA DR & STEWART ST	VANCOUVER	PDO	2021	1
49.285671	-123.046701	N KASLO ST & OXFORD ST	VANCOUVER	PDO	2021	1
49.285694	-123.056527	N NANAIMO ST & OXFORD ST	VANCOUVER	PDO	2021	1
49.285712	-123.059709	N TEMPLETON DR & OXFORD ST	VANCOUVER	PDO	2021	1
49.286323	-123.12963	HARO ST & JERVIS ST	VANCOUVER	PDO	2021	1
49.286512	-123.132058	BARCLAY ST & BROUGHTON ST	VANCOUVER	PDO	2021	1
49.286603	-123.127926	EIHU LANE & ROBSON ST	VANCOUVER	PDO	2021	1
49.286609	-123.139696	BIDWELL ST & SEE-EM-IA LANE	VANCOUVER	PDO	2021	1
49.286748	-123.12592	ALBERNI ST & BUTE ST	VANCOUVER	PDO	2021	1
49.287001	-123.128536	JERVIS ST & ROBSON ST	VANCOUVER	PDO	2021	8
49.287206	-123.131009	BROUGHTON ST & HARO ST	VANCOUVER	PDO	2021	1
49.28727	-123.141822	DAVIE ST & DENMAN ST	VANCOUVER	PDO	2021	11
49.287279	-123.133214	BARCLAY ST & NICOLA ST	VANCOUVER	PDO	2021	1
49.287541	-123.060753	ETON ST & WALL ST	VANCOUVER	PDO	2021	2
49.287632	-123.056498	ETON ST & N NANAIMO ST	VANCOUVER	PDO	2021	2
49.28768	-123.142371	BEACH AVE & DAVIE ST	VANCOUVER	PDO	2021	1
49.287855	-123.124192	BUTE ST & MELVILLE ST	VANCOUVER	PDO	2021	3
49.287918	-123.129948	BROUGHTON ST & ROBSON ST	VANCOUVER	PDO	2021	3
49.287956	-123.140773	DENMAN ST & PENDRELL ST	VANCOUVER	PDO	2021	2
49.288095	-123.115505	BURRARD ST & CANADA PL	VANCOUVER	PDO	2021	1
49.288355	-123.13708	BIDWELL ST & NELSON ST	VANCOUVER	PDO	2021	2
49.288594	-123.128861	ALBERNI ST & BROUGHTON ST	VANCOUVER	PDO	2021	5
49.288715	-123.051941	MCGILL ST & N PENTICTON ST	VANCOUVER	PDO	2021	1
49.288721	-123.044048	MCGILL ST & N RENFREW ST	VANCOUVER	PDO	2021	8
49.288794	-123.12276	BUTE ST & W HASTINGS ST	VANCOUVER	PDO	2021	4
49.288814	-123.125564	JERVIS ST & MELVILLE ST	VANCOUVER	PDO	2021	4
49.289005	-123.128224	BROUGHTON ST & W GEORGIA ST	VANCOUVER	PDO	2021	22
49.289065	-123.13284	CARDERO ST & ROSEMARY BROWN LANE	VANCOUVER	PDO	2021	1
49.289416	-123.132281	CARDERO ST & ROBSON ST	VANCOUVER	PDO	2021	4
49.289751	-123.138042	DENMAN ST & TED NORTHE LANE	VANCOUVER	PDO	2021	2
49.290471	-123.128394	NICOLA ST & W HASTINGS ST	VANCOUVER	PDO	2021	1
49.290852	-123.041402	COMMISSIONER ST & NEW BRIGHTON RD	VANCOUVER	PDO	2021	2
49.291479	-123.135476	DENMAN ST & ROBSON ST	VANCOUVER	PDO	2021	16
49.292192	-123.134398	ALBERNI ST & DENMAN ST	VANCOUVER	PDO	2021	8
49.293036	-123.138907	CHILCO ST & ROSEMARY BROWN LANE	VANCOUVER	PDO	2021	1
49.301158	-123.135753	PIPELINE RD & ROSE GARDEN LANE	VANCOUVER	PDO	2021	2
49.276672	-123.093626	JACKSON AVE & MALKIN AVE & PRIOR ST	VANCOUVER	PDO	2019	4
49.276683	-123.071416	COTTON DR & VENABLES ST	VANCOUVER	PDO	2019	1
49.276726	-123.07431	MCLEAN DR & VENABLES ST	VANCOUVER	PDO	2019	2
49.276755	-123.128786	DRAKE ST & HOWE ST	VANCOUVER	PDO	2019	10
49.276759	-123.077265	CLARK DR & VENABLES ST	VANCOUVER	PDO	2019	38
49.276812	-123.079305	VENABLES ST & VERNON DR	VANCOUVER	PDO	2019	10
49.276971	-123.132435	BURRARD ST & BURRARD ST BRIDGE & PACIFIC ST & PACIFIC ST OFFRAMP & PACIFIC ST ONRAMP	VANCOUVER	PDO	2019	52
49.277167	-123.116587	CAMBIE ST & SMITHE ST	VANCOUVER	PDO	2019	20
49.277347	-123.120093	HOMER ST & NELSON ST	VANCOUVER	PDO	2019	26
49.277399	-123.084959	CAMPBELL AVE & UNION ST	VANCOUVER	PDO	2019	2
49.277431	-123.103879	DUNSMUIR VIADUCT & MAIN ST ONRAMP	VANCOUVER	PDO	2019	1
49.277468	-123.049365	ADANAC ST & SLOCAN ST	VANCOUVER	PDO	2019	1
49.277469	-123.056561	ADANAC ST & NANAIMO ST	VANCOUVER	PDO	2019	4
49.277471	-123.052013	ADANAC ST & PENTICTON ST	VANCOUVER	PDO	2019	1
49.277531	-123.123614	HELMCKEN ST & SEYMOUR ST	VANCOUVER	PDO	2019	10
49.277558	-123.093588	JACKSON AVE & UNION ST	VANCOUVER	PDO	2019	2
49.277588	-123.113963	BEATTY ST & ROBSON ST	VANCOUVER	PDO	2019	2
49.277593	-123.135424	BEACH AVE & THURLOW ST	VANCOUVER	PDO	2019	5
49.277667	-123.077246	ADANAC ST & CLARK DR	VANCOUVER	PDO	2019	10
49.277669	-123.131347	BURRARD ST & HARWOOD ST	VANCOUVER	PDO	2019	5
49.278209	-123.114962	CAMBIE ST & ROBSON ST	VANCOUVER	PDO	2019	6
49.278256	-123.134424	PACIFIC ST & THURLOW ST	VANCOUVER	PDO	2019	12
49.278277	-123.044098	E GEORGIA ST & RENFREW ST	VANCOUVER	PDO	2019	6
49.278292	-123.057867	E GEORGIA ST & GARDEN DR	VANCOUVER	PDO	2019	2
49.278482	-123.070471	COMMERCIAL DR & E GEORGIA ST	VANCOUVER	PDO	2019	1
49.278555	-123.077227	CLARK DR & E GEORGIA ST	VANCOUVER	PDO	2019	4
49.278609	-123.099769	E GEORGIA ST & MAIN ST	VANCOUVER	PDO	2019	4
49.27871	-123.112254	BEATTY ST & W GEORGIA ST	VANCOUVER	PDO	2019	20
49.279054	-123.023523	BOUNDARY RD & TURNER ST	VANCOUVER	PDO	2019	1
49.279084	-123.038845	LILLOOET ST & TURNER ST	VANCOUVER	PDO	2019	1
49.2791	-123.044089	RENFREW ST & TURNER ST	VANCOUVER	PDO	2019	2
49.279408	-123.072682	FRANCES ST & WOODLAND DR	VANCOUVER	PDO	2019	1
49.279462	-123.11004	CITADEL PARADE & DUNSMUIR ST & DUNSMUIR VIADUCT	VANCOUVER	PDO	2019	4
49.279631	-123.056552	FERNDALE ST & NANAIMO ST	VANCOUVER	PDO	2019	1
49.279657	-123.132241	BURNABY ST & THURLOW ST	VANCOUVER	PDO	2019	5
49.27971	-123.107629	ABBOTT ST & KEEFER PL	VANCOUVER	PDO	2019	8
49.279839	-123.110537	BEATTY ST & DUNSMUIR ST & DUNSMUIR VIADUCT	VANCOUVER	PDO	2019	10
49.279937	-123.114255	HAMILTON ST & W GEORGIA ST	VANCOUVER	PDO	2019	10
49.280018	-123.131731	PANTAGES LANE & THURLOW ST	VANCOUVER	PDO	2019	2
49.280115	-123.127624	BURRARD ST & HELMCKEN ST	VANCOUVER	PDO	2019	9
49.280199	-123.031991	E PENDER ST & UNNAMED LANE	VANCOUVER	PDO	2019	1
49.280206	-123.044078	E PENDER ST & RENFREW ST	VANCOUVER	PDO	2019	2
49.280211	-123.02833	E PENDER ST & SKEENA ST	VANCOUVER	PDO	2019	1
49.280231	-123.05459	E PENDER ST & KAMLOOPS ST	VANCOUVER	PDO	2019	2
49.280271	-123.093473	E PENDER ST & JACKSON AVE	VANCOUVER	PDO	2019	1
49.280298	-123.095441	DUNLEVY AVE & E PENDER ST	VANCOUVER	PDO	2019	1
49.280335	-123.097304	E PENDER ST & GORE AVE	VANCOUVER	PDO	2019	3
49.280479	-123.127078	BURRARD ST & COMOX ST	VANCOUVER	PDO	2019	2
49.280492	-123.104378	CARRALL ST & E PENDER ST & W PENDER ST	VANCOUVER	PDO	2019	21
49.280722	-123.118797	ROBSON ST & SEYMOUR ST	VANCOUVER	PDO	2019	28
49.280967	-123.081304	E HASTINGS ST & GLEN DR	VANCOUVER	PDO	2019	4
49.280985	-123.122436	HOWE ST & SMITHE ST	VANCOUVER	PDO	2019	19
49.281064	-123.137525	JERVIS ST & JUNG LANE	VANCOUVER	PDO	2019	1
49.281071	-123.134457	BURNABY ST & BUTE ST	VANCOUVER	PDO	2019	1
49.281088	-123.031476	CASSIAR TUNNEL & E HASTINGS ST ONRAMP & TURNING LANE	VANCOUVER	PDO	2019	5
49.281101	-123.130152	PENDRELL ST & THURLOW ST	VANCOUVER	PDO	2019	3
49.281159	-123.049336	E HASTINGS ST & SLOCAN ST	VANCOUVER	PDO	2019	20
49.281162	-123.051974	E HASTINGS ST & PENTICTON ST	VANCOUVER	PDO	2019	13
49.28117	-123.031463	CASSIAR CONN & E HASTINGS ST & E HASTINGS ST ONRAMP & TRANS-CANADA HWY & TURNING LANE	VANCOUVER	PDO	2019	40
49.28119	-123.063634	E HASTINGS ST & SEMLIN DR	VANCOUVER	PDO	2019	5
